"Time","Var","Value","EPU"
"2000","mean-Richness",47.56,"GB"
"2000","median-Richness",48,"GB"
"2000","lower-Richness",45.95,"GB"
"2000","upper-Richness",49.05,"GB"
"2001","mean-Richness",46.98,"GB"
"2001","median-Richness",47,"GB"
"2001","lower-Richness",45,"GB"
"2001","upper-Richness",49,"GB"
"2002","mean-Richness",48.71,"GB"
"2002","median-Richness",49,"GB"
"2002","lower-Richness",47,"GB"
"2002","upper-Richness",51,"GB"
"2003","mean-Richness",47.29,"GB"
"2003","median-Richness",47,"GB"
"2003","lower-Richness",45,"GB"
"2003","upper-Richness",49.05,"GB"
"2004","mean-Richness",47.92,"GB"
"2004","median-Richness",48,"GB"
"2004","lower-Richness",46,"GB"
"2004","upper-Richness",50,"GB"
"2005","mean-Richness",47.9,"GB"
"2005","median-Richness",48,"GB"
"2005","lower-Richness",46,"GB"
"2005","upper-Richness",50,"GB"
"2006","mean-Richness",48.15,"GB"
"2006","median-Richness",48,"GB"
"2006","lower-Richness",46.95,"GB"
"2006","upper-Richness",50,"GB"
"2007","mean-Richness",46.67,"GB"
"2007","median-Richness",47,"GB"
"2007","lower-Richness",45,"GB"
"2007","upper-Richness",48,"GB"
"2008","mean-Richness",47.37,"GB"
"2008","median-Richness",47,"GB"
"2008","lower-Richness",45,"GB"
"2008","upper-Richness",50,"GB"
"2009","mean-Richness",48.42,"GB"
"2009","median-Richness",48,"GB"
"2009","lower-Richness",46.95,"GB"
"2009","upper-Richness",50.05,"GB"
"2010","mean-Richness",49.19,"GB"
"2010","median-Richness",49,"GB"
"2010","lower-Richness",48,"GB"
"2010","upper-Richness",51,"GB"
"2011","mean-Richness",49.29,"GB"
"2011","median-Richness",49,"GB"
"2011","lower-Richness",47,"GB"
"2011","upper-Richness",51,"GB"
"2012","mean-Richness",50.67,"GB"
"2012","median-Richness",51,"GB"
"2012","lower-Richness",49,"GB"
"2012","upper-Richness",53,"GB"
"2013","mean-Richness",49.96,"GB"
"2013","median-Richness",50,"GB"
"2013","lower-Richness",48,"GB"
"2013","upper-Richness",52,"GB"
"2014","mean-Richness",49.64,"GB"
"2014","median-Richness",50,"GB"
"2014","lower-Richness",48,"GB"
"2014","upper-Richness",52,"GB"
"2015","mean-Richness",50.21,"GB"
"2015","median-Richness",50,"GB"
"2015","lower-Richness",48,"GB"
"2015","upper-Richness",53,"GB"
"2016","mean-Richness",50.28,"GB"
"2016","median-Richness",50,"GB"
"2016","lower-Richness",48,"GB"
"2016","upper-Richness",52,"GB"
"2017","mean-Richness",47.65,"GB"
"2017","median-Richness",48,"GB"
"2017","lower-Richness",45,"GB"
"2017","upper-Richness",50,"GB"
"2018","mean-Richness",50.55,"GB"
"2018","median-Richness",51,"GB"
"2018","lower-Richness",49,"GB"
"2018","upper-Richness",53,"GB"
"2019","mean-Richness",50,"GB"
"2019","median-Richness",50,"GB"
"2019","lower-Richness",48,"GB"
"2019","upper-Richness",52,"GB"
"2000","mean-Richness",44.22,"GOM"
"2000","median-Richness",44,"GOM"
"2000","lower-Richness",42,"GOM"
"2000","upper-Richness",46,"GOM"
"2001","mean-Richness",44.39,"GOM"
"2001","median-Richness",44,"GOM"
"2001","lower-Richness",42,"GOM"
"2001","upper-Richness",46,"GOM"
"2002","mean-Richness",45.76,"GOM"
"2002","median-Richness",46,"GOM"
"2002","lower-Richness",44,"GOM"
"2002","upper-Richness",48,"GOM"
"2003","mean-Richness",43.18,"GOM"
"2003","median-Richness",43,"GOM"
"2003","lower-Richness",41,"GOM"
"2003","upper-Richness",46,"GOM"
"2004","mean-Richness",43.61,"GOM"
"2004","median-Richness",44,"GOM"
"2004","lower-Richness",42,"GOM"
"2004","upper-Richness",46,"GOM"
"2005","mean-Richness",44.75,"GOM"
"2005","median-Richness",45,"GOM"
"2005","lower-Richness",43,"GOM"
"2005","upper-Richness",47,"GOM"
"2006","mean-Richness",45.16,"GOM"
"2006","median-Richness",45,"GOM"
"2006","lower-Richness",43,"GOM"
"2006","upper-Richness",47,"GOM"
"2007","mean-Richness",44.85,"GOM"
"2007","median-Richness",45,"GOM"
"2007","lower-Richness",43,"GOM"
"2007","upper-Richness",47,"GOM"
"2008","mean-Richness",44.45,"GOM"
"2008","median-Richness",45,"GOM"
"2008","lower-Richness",42,"GOM"
"2008","upper-Richness",47,"GOM"
"2009","mean-Richness",46.21,"GOM"
"2009","median-Richness",46,"GOM"
"2009","lower-Richness",44,"GOM"
"2009","upper-Richness",49,"GOM"
"2010","mean-Richness",45.38,"GOM"
"2010","median-Richness",45,"GOM"
"2010","lower-Richness",44,"GOM"
"2010","upper-Richness",48,"GOM"
"2011","mean-Richness",46.43,"GOM"
"2011","median-Richness",46,"GOM"
"2011","lower-Richness",44.95,"GOM"
"2011","upper-Richness",48,"GOM"
"2012","mean-Richness",47.59,"GOM"
"2012","median-Richness",48,"GOM"
"2012","lower-Richness",45.95,"GOM"
"2012","upper-Richness",50,"GOM"
"2013","mean-Richness",47.39,"GOM"
"2013","median-Richness",47,"GOM"
"2013","lower-Richness",46,"GOM"
"2013","upper-Richness",49,"GOM"
"2014","mean-Richness",46.42,"GOM"
"2014","median-Richness",47,"GOM"
"2014","lower-Richness",45,"GOM"
"2014","upper-Richness",48,"GOM"
"2015","mean-Richness",47.58,"GOM"
"2015","median-Richness",48,"GOM"
"2015","lower-Richness",46,"GOM"
"2015","upper-Richness",49,"GOM"
"2016","mean-Richness",48.28,"GOM"
"2016","median-Richness",48,"GOM"
"2016","lower-Richness",47,"GOM"
"2016","upper-Richness",50,"GOM"
"2017","mean-Richness",46.43,"GOM"
"2017","median-Richness",46,"GOM"
"2017","lower-Richness",44,"GOM"
"2017","upper-Richness",49,"GOM"
"2018","mean-Richness",47.98,"GOM"
"2018","median-Richness",48,"GOM"
"2018","lower-Richness",46,"GOM"
"2018","upper-Richness",50,"GOM"
"2019","mean-Richness",48.22,"GOM"
"2019","median-Richness",48,"GOM"
"2019","lower-Richness",46,"GOM"
"2019","upper-Richness",50,"GOM"
"2000","mean-Richness",51.2,"MAB"
"2000","median-Richness",51,"MAB"
"2000","lower-Richness",49,"MAB"
"2000","upper-Richness",53,"MAB"
"2001","mean-Richness",52.61,"MAB"
"2001","median-Richness",53,"MAB"
"2001","lower-Richness",51,"MAB"
"2001","upper-Richness",54,"MAB"
"2002","mean-Richness",51.57,"MAB"
"2002","median-Richness",52,"MAB"
"2002","lower-Richness",49.95,"MAB"
"2002","upper-Richness",54,"MAB"
"2003","mean-Richness",51.01,"MAB"
"2003","median-Richness",51,"MAB"
"2003","lower-Richness",49,"MAB"
"2003","upper-Richness",53,"MAB"
"2004","mean-Richness",52.75,"MAB"
"2004","median-Richness",53,"MAB"
"2004","lower-Richness",51,"MAB"
"2004","upper-Richness",55,"MAB"
"2005","mean-Richness",51.93,"MAB"
"2005","median-Richness",52,"MAB"
