"Time","Var","Value","EPU"
1988,"EER COTE Productivity",NA,"GOM"
1988,"EER COTE Amphipod",2,"GOM"
1988,"EER COTE Euphausiid",0,"GOM"
1988,"EER COTE Bluefish",2,"GOM"
1988,"EER COTE Hake",288,"GOM"
1988,"EER COTE Pollock",18,"GOM"
1988,"EER COTE Lumpfish",17,"GOM"
1988,"EER COTE Other Fish",2,"GOM"
1988,"EER COTE Other Invertebrate",56,"GOM"
1988,"EER COTE Herring",487,"GOM"
1988,"EER COTE Sandlance",0,"GOM"
1988,"EER COTE Butterfish",9,"GOM"
1988,"EER COTE Unknown Fish",143,"GOM"
1988,"EER COTE Unknown Invertebrate",0,"GOM"
1988,"EER COTE Silverside",3,"GOM"
1988,"EER COTE Three-spined Stickleback",26,"GOM"
1988,"EER COTE Mackerel",1,"GOM"
1989,"EER COTE Productivity",NA,"GOM"
1989,"EER COTE Amphipod",5,"GOM"
1989,"EER COTE Euphausiid",3,"GOM"
1989,"EER COTE Bluefish",7,"GOM"
1989,"EER COTE Hake",502,"GOM"
1989,"EER COTE Pollock",4,"GOM"
1989,"EER COTE Lumpfish",3,"GOM"
1989,"EER COTE Other Fish",26,"GOM"
1989,"EER COTE Other Invertebrate",240,"GOM"
1989,"EER COTE Herring",287,"GOM"
1989,"EER COTE Sandlance",6,"GOM"
1989,"EER COTE Butterfish",15,"GOM"
1989,"EER COTE Unknown Fish",454,"GOM"
1989,"EER COTE Unknown Invertebrate",3,"GOM"
1989,"EER COTE Silverside",5,"GOM"
1989,"EER COTE Three-spined Stickleback",24,"GOM"
1989,"EER COTE Mackerel",0,"GOM"
1990,"EER COTE Productivity",NA,"GOM"
1990,"EER COTE Amphipod",184,"GOM"
1990,"EER COTE Euphausiid",4,"GOM"
1990,"EER COTE Bluefish",7,"GOM"
1990,"EER COTE Hake",554,"GOM"
1990,"EER COTE Pollock",29,"GOM"
1990,"EER COTE Lumpfish",3,"GOM"
1990,"EER COTE Other Fish",0,"GOM"
1990,"EER COTE Other Invertebrate",128,"GOM"
1990,"EER COTE Herring",173,"GOM"
1990,"EER COTE Sandlance",56,"GOM"
1990,"EER COTE Butterfish",36,"GOM"
1990,"EER COTE Unknown Fish",117,"GOM"
1990,"EER COTE Unknown Invertebrate",0,"GOM"
1990,"EER COTE Silverside",0,"GOM"
1990,"EER COTE Three-spined Stickleback",16,"GOM"
1990,"EER COTE Mackerel",0,"GOM"
1991,"EER COTE Productivity",1.62,"GOM"
1991,"EER COTE Amphipod",28,"GOM"
1991,"EER COTE Euphausiid",0,"GOM"
1991,"EER COTE Bluefish",10,"GOM"
1991,"EER COTE Hake",814,"GOM"
1991,"EER COTE Pollock",80,"GOM"
1991,"EER COTE Lumpfish",0,"GOM"
1991,"EER COTE Other Fish",3,"GOM"
1991,"EER COTE Other Invertebrate",12,"GOM"
1991,"EER COTE Herring",434,"GOM"
1991,"EER COTE Sandlance",16,"GOM"
1991,"EER COTE Butterfish",17,"GOM"
1991,"EER COTE Unknown Fish",151,"GOM"
1991,"EER COTE Unknown Invertebrate",0,"GOM"
1991,"EER COTE Silverside",0,"GOM"
1991,"EER COTE Three-spined Stickleback",31,"GOM"
1991,"EER COTE Mackerel",0,"GOM"
1992,"EER COTE Productivity",1.51,"GOM"
1992,"EER COTE Amphipod",0,"GOM"
1992,"EER COTE Euphausiid",0,"GOM"
1992,"EER COTE Bluefish",2,"GOM"
1992,"EER COTE Hake",205,"GOM"
1992,"EER COTE Pollock",67,"GOM"
1992,"EER COTE Lumpfish",0,"GOM"
1992,"EER COTE Other Fish",0,"GOM"
1992,"EER COTE Other Invertebrate",14,"GOM"
1992,"EER COTE Herring",90,"GOM"
1992,"EER COTE Sandlance",3,"GOM"
1992,"EER COTE Butterfish",12,"GOM"
1992,"EER COTE Unknown Fish",103,"GOM"
1992,"EER COTE Unknown Invertebrate",0,"GOM"
1992,"EER COTE Silverside",0,"GOM"
1992,"EER COTE Three-spined Stickleback",0,"GOM"
1992,"EER COTE Mackerel",0,"GOM"
1993,"EER COTE Productivity",1.42,"GOM"
1993,"EER COTE Amphipod",NA,"GOM"
1993,"EER COTE Euphausiid",NA,"GOM"
1993,"EER COTE Bluefish",NA,"GOM"
1993,"EER COTE Hake",NA,"GOM"
1993,"EER COTE Pollock",NA,"GOM"
1993,"EER COTE Lumpfish",NA,"GOM"
1993,"EER COTE Other Fish",NA,"GOM"
1993,"EER COTE Other Invertebrate",NA,"GOM"
1993,"EER COTE Herring",NA,"GOM"
1993,"EER COTE Sandlance",NA,"GOM"
1993,"EER COTE Butterfish",NA,"GOM"
1993,"EER COTE Unknown Fish",NA,"GOM"
1993,"EER COTE Unknown Invertebrate",NA,"GOM"
1993,"EER COTE Silverside",NA,"GOM"
1993,"EER COTE Three-spined Stickleback",NA,"GOM"
1993,"EER COTE Mackerel",NA,"GOM"
1994,"EER COTE Productivity",1.26,"GOM"
1994,"EER COTE Amphipod",187,"GOM"
1994,"EER COTE Euphausiid",0,"GOM"
1994,"EER COTE Bluefish",0,"GOM"
1994,"EER COTE Hake",335,"GOM"
1994,"EER COTE Pollock",5,"GOM"
1994,"EER COTE Lumpfish",2,"GOM"
1994,"EER COTE Other Fish",0,"GOM"
1994,"EER COTE Other Invertebrate",70,"GOM"
1994,"EER COTE Herring",16,"GOM"
1994,"EER COTE Sandlance",2,"GOM"
1994,"EER COTE Butterfish",61,"GOM"
1994,"EER COTE Unknown Fish",12,"GOM"
1994,"EER COTE Unknown Invertebrate",0,"GOM"
1994,"EER COTE Silverside",0,"GOM"
1994,"EER COTE Three-spined Stickleback",4,"GOM"
1994,"EER COTE Mackerel",0,"GOM"
1995,"EER COTE Productivity",1.55,"GOM"
1995,"EER COTE Amphipod",58,"GOM"
1995,"EER COTE Euphausiid",0,"GOM"
1995,"EER COTE Bluefish",0,"GOM"
1995,"EER COTE Hake",433,"GOM"
1995,"EER COTE Pollock",7,"GOM"
1995,"EER COTE Lumpfish",5,"GOM"
1995,"EER COTE Other Fish",0,"GOM"
1995,"EER COTE Other Invertebrate",29,"GOM"
1995,"EER COTE Herring",123,"GOM"
1995,"EER COTE Sandlance",3,"GOM"
1995,"EER COTE Butterfish",9,"GOM"
1995,"EER COTE Unknown Fish",43,"GOM"
1995,"EER COTE Unknown Invertebrate",0,"GOM"
1995,"EER COTE Silverside",0,"GOM"
1995,"EER COTE Three-spined Stickleback",4,"GOM"
1995,"EER COTE Mackerel",0,"GOM"
1996,"EER COTE Productivity",0.47,"GOM"
1996,"EER COTE Amphipod",3,"GOM"
1996,"EER COTE Euphausiid",0,"GOM"
1996,"EER COTE Bluefish",1,"GOM"
1996,"EER COTE Hake",515,"GOM"
1996,"EER COTE Pollock",22,"GOM"
1996,"EER COTE Lumpfish",2,"GOM"
1996,"EER COTE Other Fish",2,"GOM"
1996,"EER COTE Other Invertebrate",11,"GOM"
