"Time","Var","Value","EPU","Units"
1992,"Smooth dogfish",0.00225538670725565,"MAB","anom"
1992,"Little skate",0.00579279109541882,"MAB","anom"
1992,"Silver hake",0.000562404996997296,"MAB","anom"
1992,"Spiny dogfish",-0.0100902585406645,"MAB","anom"
1992,"Bluefish",0.00105911441313922,"MAB","anom"
1992,"Spotted hake",0.00455548109901198,"MAB","anom"
1992,"Fourspot",0.00228762447225968,"MAB","anom"
1992,"Windowpane flounder",0.00645467849921841,"MAB","anom"
1992,"Red hake",0.00627112232699966,"MAB","anom"
1992,"Goosefish",-0.0151247447516959,"MAB","anom"
1992,"Spiny dogfish",0.01130060703095,"MAB","anom"
1992,"Winter skate",0.00416618027758564,"MAB","anom"
1992,"Sea raven",-0.0149821354469691,"MAB","anom"
1992,"Smooth dogfish",0.0129865295132655,"MAB","anom"
1992,"Atl cod",0.0252186606267534,"MAB","anom"
1992,"White hake",0.00996240413692651,"MAB","anom"
1992,"Red hake",-0.00647819241832954,NA,"anom"
1992,"Fourspot",0.00805513219942359,NA,"anom"
1992,"Goosefish",0.217199269280891,NA,"anom"
1992,"Smooth dogfish",0.00476933927418255,"GB","anom"
1992,"Spiny dogfish",-0.00214813113283373,"GB","anom"
1992,"Spiny dogfish",0.0075480246706966,"GB","anom"
1992,"Winter skate",0.00153082056962331,"GB","anom"
1992,"Little skate",-0.00215996449151561,"GB","anom"
1992,"Fourspot",-0.0014055569097598,"GB","anom"
1992,"Windowpane flounder",0.00528241281131624,"GB","anom"
1992,"Little skate",0.000709089779482705,"GB","anom"
1992,"Silver hake",0.00209678705359081,"GB","anom"
1992,"Summer flounder",-0.00817031790493803,"GB","anom"
1992,"Smooth dogfish",0.0234125686282907,"GB","anom"
1992,"Bluefish",0.0274225566884054,"GB","anom"
1992,"Summer flounder",-0.000580725161490993,"MAB","anom"
1992,"Spotted hake",0.0108940269476341,"GB","anom"
1992,"Red hake",0.00303747613337905,"GB","anom"
1992,"Goosefish",0.00166051805269361,"GB","anom"
1992,"Atl cod",0.00485958273597888,"GB","anom"
1992,"Sea raven",-0.00680827969380914,"GB","anom"
1992,"White hake",0.014660836115328,"GB","anom"
1992,"Winter skate",-0.00459196260560117,"SS","anom"
1992,"Little skate",0.00379710779831993,"SS","anom"
1992,"Thorny skate",0.00543238112294785,"SS","anom"
1992,"Atl cod",0.00629637298240621,"SS","anom"
1992,"White hake",0.00930457875015533,"SS","anom"
1992,"Sea raven",0.00743052410382722,"SS","anom"
1992,"Thorny skate",-0.00131985123395282,NA,"anom"
1992,"Silver hake",-0.0138172573557585,NA,"anom"
1992,"Haddock",-0.00168302262287833,NA,"anom"
1992,"Silver hake",-0.00178910020484371,"SS","anom"
1992,"Thorny skate",0.00603751849780553,"GB","anom"
1992,"Silver hake",-0.00515776054796606,"GOM","anom"
