"Time","Var","Value","EPU","Units"
1982,"Recreational Effort",15181354,"NE","Number of days fished"
1983,"Recreational Effort",14061240,"NE","Number of days fished"
1984,"Recreational Effort",13634819,"NE","Number of days fished"
1985,"Recreational Effort",14379843,"NE","Number of days fished"
1986,"Recreational Effort",13760055,"NE","Number of days fished"
1987,"Recreational Effort",13230894,"NE","Number of days fished"
1988,"Recreational Effort",13650378,"NE","Number of days fished"
1989,"Recreational Effort",13930140,"NE","Number of days fished"
1990,"Recreational Effort",15154683,"NE","Number of days fished"
1991,"Recreational Effort",15286321,"NE","Number of days fished"
1992,"Recreational Effort",15325640,"NE","Number of days fished"
1993,"Recreational Effort",15904378,"NE","Number of days fished"
1994,"Recreational Effort",16680993,"NE","Number of days fished"
1995,"Recreational Effort",16848715,"NE","Number of days fished"
1996,"Recreational Effort",17010049,"NE","Number of days fished"
1997,"Recreational Effort",18318244,"NE","Number of days fished"
1998,"Recreational Effort",18815326,"NE","Number of days fished"
1999,"Recreational Effort",19623827,"NE","Number of days fished"
2000,"Recreational Effort",20410377,"NE","Number of days fished"
2001,"Recreational Effort",21897117,"NE","Number of days fished"
2002,"Recreational Effort",21998578,"NE","Number of days fished"
2003,"Recreational Effort",21832130,"NE","Number of days fished"
2004,"Recreational Effort",22472034,"NE","Number of days fished"
2005,"Recreational Effort",22343743,"NE","Number of days fished"
2006,"Recreational Effort",22702972,"NE","Number of days fished"
2007,"Recreational Effort",22001735,"NE","Number of days fished"
2008,"Recreational Effort",23102194,"NE","Number of days fished"
2009,"Recreational Effort",23874109,"NE","Number of days fished"
2010,"Recreational Effort",24855011,"NE","Number of days fished"
2011,"Recreational Effort",23271469,"NE","Number of days fished"
2012,"Recreational Effort",22537987,"NE","Number of days fished"
2013,"Recreational Effort",19749398,"NE","Number of days fished"
2014,"Recreational Effort",18729875,"NE","Number of days fished"
2015,"Recreational Effort",16945477,"NE","Number of days fished"
2016,"Recreational Effort",17481919,"NE","Number of days fished"
2017,"Recreational Effort",16749842,"NE","Number of days fished"
2018,"Recreational Effort",15103690,"NE","Number of days fished"
2019,"Recreational Effort",17211472,"NE","Number of days fished"
2020,"Recreational Effort",16023780,"NE","Number of days fished"
2021,"Recreational Effort",16959476,"NE","Number of days fished"
2022,"Recreational Effort",18004584,"NE","Number of days fished"
2023,"Recreational Effort",16542209,"NE","Number of days fished"
1982,"Recreational Effort",31644466,"MA","Number of days fished"
1983,"Recreational Effort",30560095,"MA","Number of days fished"
1984,"Recreational Effort",30295214,"MA","Number of days fished"
1985,"Recreational Effort",30866309,"MA","Number of days fished"
1986,"Recreational Effort",31541974,"MA","Number of days fished"
1987,"Recreational Effort",30435713,"MA","Number of days fished"
1988,"Recreational Effort",30217554,"MA","Number of days fished"
1989,"Recreational Effort",29605788,"MA","Number of days fished"
1990,"Recreational Effort",31182246,"MA","Number of days fished"
1991,"Recreational Effort",32684151,"MA","Number of days fished"
1992,"Recreational Effort",31960757,"MA","Number of days fished"
1993,"Recreational Effort",34616242,"MA","Number of days fished"
1994,"Recreational Effort",35193457,"MA","Number of days fished"
1995,"Recreational Effort",36061832,"MA","Number of days fished"
1996,"Recreational Effort",36619543,"MA","Number of days fished"
1997,"Recreational Effort",38958972,"MA","Number of days fished"
1998,"Recreational Effort",37946544,"MA","Number of days fished"
1999,"Recreational Effort",41491656,"MA","Number of days fished"
2000,"Recreational Effort",44330391,"MA","Number of days fished"
2001,"Recreational Effort",46364327,"MA","Number of days fished"
2002,"Recreational Effort",44901974,"MA","Number of days fished"
2003,"Recreational Effort",48183597,"MA","Number of days fished"
2004,"Recreational Effort",48269357,"MA","Number of days fished"
2005,"Recreational Effort",50261335,"MA","Number of days fished"
2006,"Recreational Effort",49369115,"MA","Number of days fished"
2007,"Recreational Effort",50470476,"MA","Number of days fished"
2008,"Recreational Effort",50814552,"MA","Number of days fished"
2009,"Recreational Effort",51521589,"MA","Number of days fished"
2010,"Recreational Effort",54554311,"MA","Number of days fished"
2011,"Recreational Effort",53213996,"MA","Number of days fished"
2012,"Recreational Effort",53128763,"MA","Number of days fished"
2013,"Recreational Effort",51127584,"MA","Number of days fished"
2014,"Recreational Effort",51709881,"MA","Number of days fished"
2015,"Recreational Effort",47683298,"MA","Number of days fished"
2016,"Recreational Effort",48358798,"MA","Number of days fished"
2017,"Recreational Effort",46004665,"MA","Number of days fished"
2018,"Recreational Effort",39030319,"MA","Number of days fished"
2019,"Recreational Effort",42973597,"MA","Number of days fished"
2020,"Recreational Effort",49114532,"MA","Number of days fished"
2021,"Recreational Effort",42844038,"MA","Number of days fished"
2022,"Recreational Effort",47472566,"MA","Number of days fished"
2023,"Recreational Effort",46082942,"MA","Number of days fished"
1982,"Recreational fleet effort diversity across modes",2.41343203306404,"NE","Effective Shannon"
1983,"Recreational fleet effort diversity across modes",2.36862801432863,"NE","Effective Shannon"
1984,"Recreational fleet effort diversity across modes",2.24561376475348,"NE","Effective Shannon"
1985,"Recreational fleet effort diversity across modes",2.3406217635485,"NE","Effective Shannon"
1986,"Recreational fleet effort diversity across modes",2.37078708168011,"NE","Effective Shannon"
1987,"Recreational fleet effort diversity across modes",2.22428839227273,"NE","Effective Shannon"
1988,"Recreational fleet effort diversity across modes",2.1991446209061,"NE","Effective Shannon"
1989,"Recreational fleet effort diversity across modes",2.11622048415002,"NE","Effective Shannon"
1990,"Recreational fleet effort diversity across modes",2.10038688106469,"NE","Effective Shannon"
1991,"Recreational fleet effort diversity across modes",2.04560271021568,"NE","Effective Shannon"
1992,"Recreational fleet effort diversity across modes",2.0099781606873,"NE","Effective Shannon"
1993,"Recreational fleet effort diversity across modes",2.07078346216773,"NE","Effective Shannon"
1994,"Recreational fleet effort diversity across modes",2.06177042899643,"NE","Effective Shannon"
1995,"Recreational fleet effort diversity across modes",2.09158503275701,"NE","Effective Shannon"
1996,"Recreational fleet effort diversity across modes",2.02490725785317,"NE","Effective Shannon"
1997,"Recreational fleet effort diversity across modes",2.05240994814441,"NE","Effective Shannon"
1998,"Recreational fleet effort diversity across modes",2.01878867884856,"NE","Effective Shannon"
1999,"Recreational fleet effort diversity across modes",2.01471625460779,"NE","Effective Shannon"
2000,"Recreational fleet effort diversity across modes",2.06362461410867,"NE","Effective Shannon"
2001,"Recreational fleet effort diversity across modes",2.05773960554921,"NE","Effective Shannon"
2002,"Recreational fleet effort diversity across modes",2.03911632863726,"NE","Effective Shannon"
2003,"Recreational fleet effort diversity across modes",2.04911387542035,"NE","Effective Shannon"
2004,"Recreational fleet effort diversity across modes",2.0547857181182,"NE","Effective Shannon"
