Var,EPU,Time,MeanCond
Acadian redfish,GB,1992,1.0185083203550995
Acadian redfish,GB,1993,1.01649152809394
Acadian redfish,GB,1994,0.9926273132282633
Acadian redfish,GB,1995,1.050752152957155
Acadian redfish,GB,1996,1.0706055072814573
Acadian redfish,GB,1997,0.9764394859614747
Acadian redfish,GB,1999,0.9815366104531449
Acadian redfish,GB,2002,0.9409006651872822
Acadian redfish,GB,2003,1.0687172995795486
Acadian redfish,GB,2004,0.9780470490558976
Acadian redfish,GB,2005,1.0673280408103671
Acadian redfish,GB,2007,0.9293109106081997
Acadian redfish,GB,2008,0.939462448274516
Acadian redfish,GB,2010,0.9580141641778716
Acadian redfish,GB,2011,1.0256226747220245
Acadian redfish,GB,2012,0.9537156471929068
Acadian redfish,GB,2013,0.9525784485653299
Acadian redfish,GB,2014,0.9978577401527311
Acadian redfish,GB,2015,1.0801177101860386
Acadian redfish,GB,2016,0.9877197438330013
Acadian redfish,GB,2017,0.9042315216819937
Acadian redfish,GB,2018,0.9704310653125439
Acadian redfish,GB,2019,0.9581440504486066
Acadian redfish,GB,2021,1.0886911032061521
Acadian redfish,GB,2022,1.0107458254499246
Acadian redfish,GB,2023,0.9463679593802997
Acadian redfish,GB,2024,0.9906352366162302
Acadian redfish,GOM,1992,0.9782258564871305
Acadian redfish,GOM,1993,0.9944864242932069
Acadian redfish,GOM,1994,0.9596411796990689
Acadian redfish,GOM,1995,0.9561726430487872
Acadian redfish,GOM,1996,0.9949069467706648
Acadian redfish,GOM,1997,0.9925052943539178
Acadian redfish,GOM,1998,1.0335812887653546
Acadian redfish,GOM,1999,0.9875007841513352
Acadian redfish,GOM,2000,0.9856285728429123
Acadian redfish,GOM,2001,0.9333941306432373
Acadian redfish,GOM,2002,0.9341972221301998
Acadian redfish,GOM,2003,0.9401489680897276
Acadian redfish,GOM,2004,0.9571746771871625
Acadian redfish,GOM,2005,0.9293208485403579
Acadian redfish,GOM,2006,0.9501987717971152
Acadian redfish,GOM,2007,0.9653849911974559
Acadian redfish,GOM,2008,0.9228679533698715
Acadian redfish,GOM,2009,0.9523778369248257
Acadian redfish,GOM,2010,0.9516787279768142
Acadian redfish,GOM,2011,0.9521933172485587
Acadian redfish,GOM,2012,0.9590225759367135
Acadian redfish,GOM,2013,0.9530337957150481
Acadian redfish,GOM,2014,0.9579274900873714
Acadian redfish,GOM,2015,0.964259864983685
Acadian redfish,GOM,2016,0.9545202066401325
Acadian redfish,GOM,2017,0.9384206049108835
Acadian redfish,GOM,2018,0.9589740964485554
Acadian redfish,GOM,2019,0.9612075411510008
Acadian redfish,GOM,2021,0.9781904280086477
Acadian redfish,GOM,2022,0.9561904986211285
Acadian redfish,GOM,2023,0.9588504581067129
Acadian redfish,GOM,2024,0.9382104930106911
Acadian redfish,SS,1992,1.0023138625111259
Acadian redfish,SS,1993,1.0176328083194148
Acadian redfish,SS,1994,1.0135796768892424
Acadian redfish,SS,1995,0.9838806287546453
Acadian redfish,SS,1996,1.0537791489014878
Acadian redfish,SS,1997,1.0358442625711752
Acadian redfish,SS,1998,1.0492976131604255
Acadian redfish,SS,1999,1.0081119556438851
Acadian redfish,SS,2000,0.9676557068096969
Acadian redfish,SS,2001,0.9708732083651725
Acadian redfish,SS,2002,1.0197505319065585
Acadian redfish,SS,2003,0.9937342136679594
Acadian redfish,SS,2004,0.994814258630021
Acadian redfish,SS,2005,0.982598562150759
Acadian redfish,SS,2006,0.9602445641091328
Acadian redfish,SS,2007,1.0015047850888879
Acadian redfish,SS,2008,0.9653796780993388
Acadian redfish,SS,2009,1.0086750526234989
Acadian redfish,SS,2010,0.971341547535971
Acadian redfish,SS,2011,0.9779352890193362
Acadian redfish,SS,2012,0.9871253068528104
Acadian redfish,SS,2013,0.9999698655594681
Acadian redfish,SS,2014,0.9574872630725223
Acadian redfish,SS,2015,1.0404538328553161
Acadian redfish,SS,2016,0.9918800648629417
Acadian redfish,SS,2017,0.9752696626012289
Acadian redfish,SS,2019,0.9649075872471078
Acadian redfish,SS,2021,1.0265176755022347
Acadian redfish,SS,2022,1.0000582557849573
Acadian redfish,SS,2023,0.9666941061340355
Acadian redfish,SS,2024,0.9525330432227203
American plaice,GB,1992,1.0546843729329214
American plaice,GB,1993,1.1180631110340824
American plaice,GB,1994,1.110953072970749
American plaice,GB,1995,1.011899993364206
American plaice,GB,1996,1.0467148555780037
American plaice,GB,1997,1.0372164526352294
American plaice,GB,1998,1.030550175171112
American plaice,GB,1999,1.0347870101615653
American plaice,GB,2000,0.994408762044035
American plaice,GB,2001,0.9643117231826354
American plaice,GB,2002,0.9607821620080234
American plaice,GB,2003,0.9614139875733382
American plaice,GB,2004,0.9284034466709753
American plaice,GB,2005,0.9888401707376095
American plaice,GB,2006,1.01006901777361
American plaice,GB,2007,1.0009759069003001
American plaice,GB,2008,1.0278818117452848
American plaice,GB,2009,0.9732654933751292
American plaice,GB,2010,0.9649464480047896
American plaice,GB,2011,0.9837363046801256
American plaice,GB,2012,0.950991383187116
American plaice,GB,2013,0.9885928104150847
American plaice,GB,2014,1.0666550383438285
American plaice,GB,2015,1.041077191706041
American plaice,GB,2016,1.0003350569072134
American plaice,GB,2019,1.0217584296878308
American plaice,GB,2021,1.0571954803679662
American plaice,GB,2024,1.0084371618662757
American plaice,GOM,1992,0.9882643249646156
American plaice,GOM,1993,1.0225353582979184
American plaice,GOM,1994,0.9949785066771241
American plaice,GOM,1995,0.9642585813224247
American plaice,GOM,1996,0.9817157221591323
American plaice,GOM,1997,0.9990640480422192
American plaice,GOM,1998,0.9966212406108416
American plaice,GOM,1999,0.9875072126060273
American plaice,GOM,2000,0.9642440222015132
American plaice,GOM,2001,0.9559036490298837
American plaice,GOM,2002,0.9336862801348319
American plaice,GOM,2003,0.9223100432872018
American plaice,GOM,2004,0.905737620023698
American plaice,GOM,2005,0.916792429317844
American plaice,GOM,2006,0.8994266124844246
American plaice,GOM,2007,0.9028022685713607
American plaice,GOM,2008,0.8997980765643111
American plaice,GOM,2009,0.9319407824954854
American plaice,GOM,2010,0.9407620099753374
American plaice,GOM,2011,0.9460952095468274
American plaice,GOM,2012,0.987116333913039
American plaice,GOM,2013,1.0079392794729642
American plaice,GOM,2014,0.9960616818603015
American plaice,GOM,2015,1.0075419736821536
American plaice,GOM,2016,1.0152685917909734
American plaice,GOM,2017,0.979743133012228
American plaice,GOM,2018,0.9792706905185233
American plaice,GOM,2019,0.9436316640668385
American plaice,GOM,2021,1.0019497116783096
American plaice,GOM,2022,1.0265158123566034
American plaice,GOM,2023,1.0041638802425206
American plaice,GOM,2024,0.9742696162526489
American plaice,SS,1992,0.9636246081159157
American plaice,SS,1993,1.0221838635211773
American plaice,SS,1994,1.0135373703899082
American plaice,SS,1995,0.9399023154355945
American plaice,SS,1996,1.0306116677003154
American plaice,SS,1997,0.9823378140138516
American plaice,SS,1998,0.9737280780078009
American plaice,SS,1999,1.001373711200825
American plaice,SS,2000,0.9133910523091047
American plaice,SS,2001,0.9228246641748467
American plaice,SS,2002,0.9370539425544435
American plaice,SS,2003,0.9416249306063109
American plaice,SS,2004,0.9855176502120063
American plaice,SS,2005,0.915482553232542
American plaice,SS,2006,0.9559012106426235
American plaice,SS,2007,1.0134145721479202
American plaice,SS,2008,0.9777928543933748
American plaice,SS,2009,0.9797736584223977
American plaice,SS,2010,0.975355813658488
American plaice,SS,2011,0.9437515195549123
American plaice,SS,2012,0.9630819374640799
American plaice,SS,2013,1.0535981261354341
American plaice,SS,2014,0.9859590013489693
American plaice,SS,2015,0.9675524620304383
American plaice,SS,2016,0.9396270072540457
American plaice,SS,2017,0.9535668184902225
American plaice,SS,2019,0.979122017109829
American plaice,SS,2021,1.021557056063465
American plaice,SS,2023,0.9597286805778377
American plaice,SS,2024,1.0447589611160153
Atlantic cod,GB,1992,0.9983619897988156
Atlantic cod,GB,1993,0.9916162699903641
Atlantic cod,GB,1994,1.002260367673867
Atlantic cod,GB,1995,0.968494959510438
Atlantic cod,GB,1996,0.9934995274468058
Atlantic cod,GB,1997,0.9946228479275688
Atlantic cod,GB,1998,0.9975228221244304
Atlantic cod,GB,1999,1.0193095856173195
Atlantic cod,GB,2000,0.9794688077719491
Atlantic cod,GB,2001,0.9962700465239942
Atlantic cod,GB,2002,0.9939428934210502
Atlantic cod,GB,2003,1.0127610490631167
Atlantic cod,GB,2004,0.9398697089816431
Atlantic cod,GB,2005,0.9785490057097573
Atlantic cod,GB,2006,0.9787242794324955
Atlantic cod,GB,2007,0.9955356080017164
Atlantic cod,GB,2008,1.0288890103865622
Atlantic cod,GB,2009,0.9812515431446004
Atlantic cod,GB,2010,0.9671286892648446
Atlantic cod,GB,2011,1.0001634045717394
Atlantic cod,GB,2012,0.9783448011410995
Atlantic cod,GB,2013,0.9920726789728798
Atlantic cod,GB,2014,0.9898612326629077
Atlantic cod,GB,2015,1.0268690845102604
Atlantic cod,GB,2016,0.9711681497907979
Atlantic cod,GB,2017,0.9842291988862116
Atlantic cod,GB,2018,0.9941196804341944
Atlantic cod,GB,2019,1.005406701917341
Atlantic cod,GB,2021,1.033078230957179
Atlantic cod,GB,2022,1.0184326356666678
Atlantic cod,GB,2023,1.0459432378498963
Atlantic cod,GB,2024,1.0054771909597326
Atlantic cod,GOM,1992,0.9970506965517698
Atlantic cod,GOM,1993,0.9958231266779539
Atlantic cod,GOM,1994,0.9924291796689051
Atlantic cod,GOM,1995,0.9981689996076842
Atlantic cod,GOM,1996,1.0109530988831723
Atlantic cod,GOM,1997,1.0168205658079252
Atlantic cod,GOM,1998,1.002019344665243
Atlantic cod,GOM,1999,1.021140002632316
Atlantic cod,GOM,2000,0.9886654190055186
Atlantic cod,GOM,2001,1.0063780870510655
Atlantic cod,GOM,2002,1.0143747996234849
Atlantic cod,GOM,2003,0.9866941931940044
Atlantic cod,GOM,2004,0.9809069065550287
Atlantic cod,GOM,2005,0.9665790000020268
Atlantic cod,GOM,2006,0.9669773117148065
Atlantic cod,GOM,2007,0.9853940572505547
Atlantic cod,GOM,2008,0.9861068862991696
Atlantic cod,GOM,2009,1.0113486822143978
Atlantic cod,GOM,2010,0.9801512614331614
Atlantic cod,GOM,2011,0.9770158076608576
Atlantic cod,GOM,2012,1.0342471217316158
Atlantic cod,GOM,2013,1.0095972445617902
Atlantic cod,GOM,2014,1.033108692034231
Atlantic cod,GOM,2015,1.0312639787347582
Atlantic cod,GOM,2016,0.9983323784904902
Atlantic cod,GOM,2017,1.0067521931353234
Atlantic cod,GOM,2018,1.0273290889310567
Atlantic cod,GOM,2019,1.0101723527839632
Atlantic cod,GOM,2021,1.0189176103164157
Atlantic cod,GOM,2022,1.0360217035933532
Atlantic cod,GOM,2023,1.0523949481276276
Atlantic cod,GOM,2024,1.0527867008828617
Atlantic cod,SS,1992,0.9734913596677635
Atlantic cod,SS,1993,0.9878582164751409
Atlantic cod,SS,1994,0.9645994186267254
Atlantic cod,SS,1995,0.9455948654956876
Atlantic cod,SS,1996,0.9602375614052633
Atlantic cod,SS,1997,0.9588978131830326
Atlantic cod,SS,1998,0.9599691192465508
Atlantic cod,SS,1999,1.0052257714656379
Atlantic cod,SS,2000,0.9875298471087677
Atlantic cod,SS,2001,0.945339840127762
Atlantic cod,SS,2002,0.963415745802887
Atlantic cod,SS,2003,0.9544269168576074
Atlantic cod,SS,2004,1.0112345367501225
Atlantic cod,SS,2005,0.9675527451444431
Atlantic cod,SS,2006,0.9770832357293765
Atlantic cod,SS,2007,0.9705417089536409
Atlantic cod,SS,2008,0.9413134759872112
Atlantic cod,SS,2009,0.9817977322827014
Atlantic cod,SS,2010,1.0019061417262116
Atlantic cod,SS,2011,0.9542398866927874
Atlantic cod,SS,2012,0.9839240596363392
Atlantic cod,SS,2013,0.9887281216164534
Atlantic cod,SS,2014,0.9439815674289219
Atlantic cod,SS,2015,0.9845342821071358
Atlantic cod,SS,2016,1.0265625181146172
Atlantic cod,SS,2019,1.0605082333885243
Atlantic cod,SS,2021,1.0286304245981155
Atlantic cod,SS,2023,1.0115501929704358
Atlantic croaker,MAB,1992,1.0230788007041511
Atlantic croaker,MAB,1996,1.021224661906532
Atlantic croaker,MAB,1997,1.0038512945917915
Atlantic croaker,MAB,1998,0.9778494291578145
Atlantic croaker,MAB,1999,1.0280179667535791
Atlantic croaker,MAB,2000,1.0326475798565502
Atlantic croaker,MAB,2001,0.9980867393447135
Atlantic croaker,MAB,2002,0.9904940018949169
Atlantic croaker,MAB,2003,1.029581279471348
Atlantic croaker,MAB,2004,0.9871238206420405
Atlantic croaker,MAB,2005,0.9837810396141023
Atlantic croaker,MAB,2006,0.975896948238954
Atlantic croaker,MAB,2007,1.0030048410876184
Atlantic croaker,MAB,2008,0.9594422874250594
Atlantic croaker,MAB,2009,0.9958707656057485
Atlantic croaker,MAB,2010,1.0194797376273337
Atlantic croaker,MAB,2011,1.0373246018821634
Atlantic croaker,MAB,2012,0.9569361438496391
Atlantic croaker,MAB,2013,0.9898165510398216
Atlantic croaker,MAB,2014,0.9740921384969167
Atlantic croaker,MAB,2015,0.9891896594689484
Atlantic croaker,MAB,2016,1.0006332605200938
Atlantic croaker,MAB,2018,0.9974404127455172
Atlantic croaker,MAB,2019,0.9902035467746505
Atlantic croaker,MAB,2021,0.9570837586960599
Atlantic croaker,MAB,2022,1.0023656126566536
Atlantic croaker,MAB,2023,0.9633680018913394
Atlantic croaker,MAB,2024,0.992285485806752
Atlantic croaker,NA,1996,0.9518082992352525
