Species,EPU,YEAR,MeanCond
Acadian redfish,GB,1992,0.9841336499314725
Acadian redfish,GB,1993,0.9678250354657805
Acadian redfish,GB,1994,0.9087359605168345
Acadian redfish,GB,1996,0.9983507678425391
Acadian redfish,GB,1997,0.990763264306682
Acadian redfish,GB,1999,0.9690893682977981
Acadian redfish,GB,2000,0.9519085221995043
Acadian redfish,GB,2001,0.9148010246473848
Acadian redfish,GB,2002,0.952592881123342
Acadian redfish,GB,2003,1.0687172995795486
Acadian redfish,GB,2004,0.9784323025301839
Acadian redfish,GB,2005,0.8912293101136846
Acadian redfish,GB,2006,0.9289811319605782
Acadian redfish,GB,2008,0.880499052556514
Acadian redfish,GB,2009,1.0518101872231154
Acadian redfish,GB,2010,0.9587040290080971
Acadian redfish,GB,2011,0.9841432241075371
Acadian redfish,GB,2012,0.9559581608376405
Acadian redfish,GB,2013,1.0277053025142184
Acadian redfish,GB,2014,0.9692283357929791
Acadian redfish,GB,2015,1.0786853262617369
Acadian redfish,GB,2016,1.012911833209353
Acadian redfish,GB,2018,0.9952689717447737
Acadian redfish,GB,2019,0.9656064841761479
Acadian redfish,GB,2022,1.0322295085130053
Acadian redfish,GOM,1992,0.9690813035928765
Acadian redfish,GOM,1993,0.9862286297866601
Acadian redfish,GOM,1994,0.9482214283484602
Acadian redfish,GOM,1995,0.954511787118651
Acadian redfish,GOM,1996,0.9906082752637733
Acadian redfish,GOM,1997,0.9916350946794261
Acadian redfish,GOM,1998,1.0313345666770481
Acadian redfish,GOM,1999,0.9803142983138846
Acadian redfish,GOM,2000,0.9855630420773869
Acadian redfish,GOM,2001,0.9333558182417302
Acadian redfish,GOM,2002,0.9291271149659889
Acadian redfish,GOM,2003,0.9312617420319513
Acadian redfish,GOM,2004,0.948467596299447
Acadian redfish,GOM,2005,0.9299499532374614
Acadian redfish,GOM,2006,0.9512347909813078
Acadian redfish,GOM,2007,0.9632061398027413
Acadian redfish,GOM,2008,0.9216615735288031
Acadian redfish,GOM,2009,0.95437164582246925
Acadian redfish,GOM,2010,0.9490790442337664
Acadian redfish,GOM,2011,0.9518368509648668
Acadian redfish,GOM,2012,0.956360025182545
Acadian redfish,GOM,2013,0.949759848284898
Acadian redfish,GOM,2014,0.953110964337084
Acadian redfish,GOM,2015,0.9649979635399475
Acadian redfish,GOM,2016,0.945851875984058
Acadian redfish,GOM,2017,0.9347060129946639
Acadian redfish,GOM,2018,0.9585173894207349
Acadian redfish,GOM,2019,0.9577110147221002
Acadian redfish,GOM,2021,0.9766159584451322
Acadian redfish,GOM,2022,0.9596799653207494
Acadian redfish,SS,1992,1.0144399235724209
Acadian redfish,SS,1993,1.0310466692803044
Acadian redfish,SS,1994,1.012464035162674
Acadian redfish,SS,1995,0.9927658752283911
Acadian redfish,SS,1996,1.061702193107724
Acadian redfish,SS,1997,1.0136040641078996
Acadian redfish,SS,1998,1.0546228412157121
Acadian redfish,SS,1999,1.0268097428344745
Acadian redfish,SS,2000,0.9761697843022631
Acadian redfish,SS,2001,0.9744865710681259
Acadian redfish,SS,2002,1.0181510022929199
Acadian redfish,SS,2003,0.9952025971312726
Acadian redfish,SS,2004,1.0044238151613762
Acadian redfish,SS,2005,0.989820423716068
Acadian redfish,SS,2006,0.9573421064749744
Acadian redfish,SS,2007,1.0072255111095765
Acadian redfish,SS,2008,0.973539438597097
Acadian redfish,SS,2009,0.9658510259026676
Acadian redfish,SS,2010,0.9818486041937157
Acadian redfish,SS,2011,0.9916366816374929
Acadian redfish,SS,2012,1.000462279536304
Acadian redfish,SS,2013,1.005580459305281
Acadian redfish,SS,2014,0.9805979120758213
Acadian redfish,SS,2015,1.0273435437508647
Acadian redfish,SS,2016,0.9974717072139512
Acadian redfish,SS,2017,0.9751587366540984
Acadian redfish,SS,2018,0.9692961071858359
Acadian redfish,SS,2019,0.9792970027448241
Acadian redfish,SS,2021,1.0237792359636602
Acadian redfish,SS,2022,0.996119590598648
American plaice,GB,1992,1.0570028315403635
American plaice,GB,1993,1.0925305149891402
American plaice,GB,1994,1.098703829899692
American plaice,GB,1995,1.0368404512467277
American plaice,GB,1996,1.0523025221282571
American plaice,GB,1997,1.0402898068523396
American plaice,GB,1998,1.052074892735073
American plaice,GB,1999,0.983793568436173
American plaice,GB,2000,1.027946491779423
American plaice,GB,2001,0.9643117231826354
American plaice,GB,2002,0.9991287222653882
American plaice,GB,2003,0.9914282977887324
American plaice,GB,2004,0.9832252978181266
American plaice,GB,2005,0.9473437119074085
American plaice,GB,2006,1.0116406926979034
American plaice,GB,2007,1.0083671950399173
American plaice,GB,2008,1.04483463816037
American plaice,GB,2009,0.9793093081206496
American plaice,GB,2010,0.9532897980939985
American plaice,GB,2011,1.0321631972445688
American plaice,GB,2012,0.9036830583057937
American plaice,GB,2013,1.0224096098890763
American plaice,GB,2014,1.0642561801061678
American plaice,GB,2015,1.003135092547226
American plaice,GB,2016,0.9666776438090284
American plaice,GB,2019,0.9994900242644176
American plaice,GOM,1992,0.9853266196008569
American plaice,GOM,1993,1.0230152166889581
American plaice,GOM,1994,0.9967352412964132
American plaice,GOM,1995,0.9637807675054262
American plaice,GOM,1996,0.977590932979855
American plaice,GOM,1997,0.998988279038981
American plaice,GOM,1998,0.9962746228552017
American plaice,GOM,1999,0.9880206763732182
American plaice,GOM,2000,0.9583595495692089
American plaice,GOM,2001,0.9552970812931846
American plaice,GOM,2002,0.9142779103810819
American plaice,GOM,2003,0.9176287361150618
American plaice,GOM,2004,0.9029837846144266
American plaice,GOM,2005,0.9172158378509515
American plaice,GOM,2006,0.8963918624304411
American plaice,GOM,2007,0.9013573352485988
American plaice,GOM,2008,0.8989823260884899
American plaice,GOM,2009,0.9245537051784073
American plaice,GOM,2010,0.9382641965957274
American plaice,GOM,2011,0.9422103816648888
American plaice,GOM,2012,0.9861243071245992
American plaice,GOM,2013,1.0072570101283227
American plaice,GOM,2014,0.9932007290097608
American plaice,GOM,2015,1.0066081756319532
American plaice,GOM,2016,1.0143523009208824
American plaice,GOM,2017,0.9776496880979746
American plaice,GOM,2018,0.9778275670842995
American plaice,GOM,2019,0.9419017942564782
American plaice,GOM,2021,1.0025923937098589
American plaice,GOM,2022,1.02644591536878
American plaice,SS,1992,0.984188620426884
American plaice,SS,1993,1.0256772627727218
American plaice,SS,1994,0.9705211236442015
American plaice,SS,1995,0.9280595716218255
American plaice,SS,1996,1.0461209322890312
American plaice,SS,1997,0.9889242347915373
American plaice,SS,1998,0.9557198029646216
American plaice,SS,1999,1.012627426450713
American plaice,SS,2000,0.9864069563483766
American plaice,SS,2001,0.9478264783200381
American plaice,SS,2002,0.9811936364089197
American plaice,SS,2003,0.9520479656044636
American plaice,SS,2004,0.9634774974695212
American plaice,SS,2005,0.930432203452574
American plaice,SS,2006,0.9495004502056305
American plaice,SS,2007,0.9859168204685891
American plaice,SS,2008,0.9740780781459927
American plaice,SS,2009,0.9872546779026212
American plaice,SS,2010,0.994673506731097
American plaice,SS,2011,0.9415732377419643
American plaice,SS,2012,0.9764280988616175
American plaice,SS,2013,1.0296871670710592
American plaice,SS,2014,1.0033345293342373
American plaice,SS,2015,1.0212370003834963
American plaice,SS,2016,1.0128868451006738
American plaice,SS,2017,0.9962368923178244
American plaice,SS,2019,0.9778786747815433
American plaice,SS,2021,1.0283480551259236
American plaice,SS,2022,1.0008220010285085
Atlantic cod,GB,1992,1.007526724717079
